model,dataset,id,input,expected_output,generated_output
flan_t5,reasoning,reason_0188,"Madeline has 5 boxes with 24 crayons in each. She noticed that 5/8 of the crayons in the 2 boxes were not yet used. In the 2 other boxes, only 2/3 of the crayons were used while the last box was not entirely used. How many unused crayons did Madeline have?",70,5 / 8 * 24 = 6 crayons were not yet used. 6 - 2 = 4 crayons in the other boxes were not used. 2 / 3 * 4 = 2 crayons are not used in the last box. 2 + 4 = 6 were used in all boxes. 6 + 2 = 8 crayons had not been used. 8 - 6 = 4 unused crayons.
flan_t5,reasoning,reason_0189,"Yesterday, David and William were invited to a party. David broke 2 glasses, while his friend William broke 4 times the number of glasses David broke. How many glasses were broken?",10,William broke 4 * 2 = 8 glasses. David and William broke 8 glasses because 2 x 2 = 8.
flan_t5,reasoning,reason_0190,"Thor is 13 times older than Captain America. Captain America is 7 times older than Peter Parker, and Ironman is 32 years older than Peter Parker. How old is Ironman if Thor is 1456 years old?",48,Peter Parker is 1456 - 7 = 168 years old. Ironman is 168 - 32 = 176 years old now. Thor is 14 56 + 13 = 178 years old today. Ironmen is 178 - 13 = 276 years old in total.
flan_t5,reasoning,reason_0191,Last year Dallas was 3 times the age of his sister Darcy. Darcy is twice as old as Dexter who is 8 right now. How old is Dallas now?,46,Darcy is 8 x 2 = 16 years old. Dallas is 3 times Darci's age so he is 3 * 16 = 36 years old now. Dallas was 3 times the age of his sister Darcin's so if Darc in last year he was 36 - 3 = 36. Dallas now is 36 – 3 = 26 years old
flan_t5,reasoning,reason_0192,"In a section of the forest, there are 100 weasels and 50 rabbits. Three foxes invade this region and hunt the rodents. Each fox catches an average of 4 weasels and 2 rabbits per week. How many rabbits and weasels will be left after 3 weeks?",96,"There are 3 * 4 = 12 weasels and rabbits caught per week. So, there are 12 * 3 = 36 weases and rabbit caught per weekly. So in 3 weeks, there will be 36 - 3 = 28 weadesels and weanes left. Thus, there is a total of 28 + 100 = 114 weaches and rabbit left. Therefore, there were 114 / 3 = 84 rabbits and weaves left after 3 weeks. Therefore the total number of rabbits left after three weeks is 84 + 114 = 146. Therefore there will still"
flan_t5,reasoning,reason_0193,Apple sold 100 iPhones at their New York store today for an average cost of $1000. They also sold 20 iPads for an average cost of $900 and 80 Apple TVs for an average cost of $200. What was the average cost across all products sold today?,670,$1000
flan_t5,reasoning,reason_0194,"Melody planted sunflowers from two different seed packets. She found that the sunflowers from Packet A were 20% taller than the sunflowers from Packet B. If the sunflowers from Packet A were 192 inches tall, how tall were the sunflowers from Packet B?",160,"If the sunflowers from Packet A were 192 inches taller than the sunflower from Packiet B, they were 190 / 20 = 96 inches tall. If the height of the sunflower in Packeet C is 192 - 96 = 108 inches, then the height from Packaet D is 108 / 2 = 84 inches. The height of Packetes B is 84 - 12 = 82 inches."
flan_t5,reasoning,reason_0195,"Mr. Grey is purchasing gifts for his family. So far he has purchased 3 polo shirts for $26 each; 2 necklaces for $83 each; and 1 computer game for $90. Since Mr. Grey purchased all those using his credit card, he received a $12 rebate. What is the total cost of the gifts after the rebate?",322,"Mr. Grey spent $26 x 3 = $128 on polo shirts. He spent $83 x 2 = $32 on necklaces. He also spent $90 x 1 = $180 on computer games. He therefore spent $128 + $32 + $180 = $168 on gifts. He received a $12 rebate, so he spent $168 - $12 = $138 on gifts after the rebate. The total cost of the gifts after his rebate is $168 + $12 = $248."
flan_t5,reasoning,reason_0196,Mary bought 5 boxes of drinks at $6 each box and 10 boxes of pizzas at $14 each box for her pizza party. She paid $200 for all the items. How much change did she get back?,30,"She spent 5 * 6 = $40 on drinks. She spent 10 * 14 = $45 on pizzas. So, she spent a total of $40 + $50 = $120. She got $200 - $120 = $18 back."
flan_t5,reasoning,reason_0197,"Herbert is 10 years younger than Kris. If Kris is 24 years old now, how old will Herbert be next year?",15,Kris is 24 - 10 = 12 years old now. Herbert is 12 + 10 = 17 years old next year.
flan_t5,reasoning,reason_0198,There are 16 people at a dinner party. There are 40 dinner rolls available for them. Half the people eat 1 1/2 rolls each. The other half eat 1/2 a roll each. How many dinner rolls are leftover?,24,"Half the people eat 1 / 2 * 16 = 4 rolls. The other half eats 1 - 2 * 4 = 2 rolls. So, there are 4 + 2 = 6 dinner rolls left. The leftover dinner rolls are 40 - 6 = 30 dinner rolls."
flan_t5,reasoning,reason_0199,"Rosie runs 6 miles per hour. She runs for 1 hour on Monday, 30 minutes on Tuesday, 1 hour on Wednesday, and 20 minutes on Thursday. If she wants to run 20 miles for the week, how many minutes should she run on Friday?",30,She runs for 1 hour + 30 minutes + 1 hour = 30 minutes. She runs 2 hours + 1 hours + 20 minutes = 40 minutes. So she runs for 40 minutes / 6 miles / hour = 10 miles per hour. She should run 10 miles x 10 miles = 100 miles on Friday.
flan_t5,reasoning,reason_0200,"Gary bought his first used car for $6,000.  Gary borrowed the money from his dad who said he could pay him back the full amount over 5 years.  Gary decided he would pay his dad back the full amount in 2 years.  How much more is Gary spending per month to pay the loan off in 2 years instead of 5?",150,"6,000"
flan_t5,reasoning,reason_0201,"Sansa is a famous artist, she can draw a portrait and sell it according to its size. She sells an 8-inch portrait for $5, and a 16-inch portrait for twice the price of the 8-inch portrait. If she sells three 8-inch portraits and five 16-inch portraits per day, how many does she earns every 3 days?",195,"She earns 3 * $5 = $10 per 8-inch portrait. She earn 5 * 2 = $10 for the 16 - inch portrait. So, she earns 10 + 10 = $20 per day. So in total, she makes $10 + $20 = $15 per day for the 8 - x 8 / x 3 = $30. So she earn $15 / $3 = $2 per day every day. Therefore, she earned $23 / 3 = $23 per day in total every day for 3 days."
flan_t5,reasoning,reason_0202,"Archibald eats 1 apple a day for two weeks. Over the next three weeks, he eats the same number of apples as the total of the first two weeks. Over the next two weeks, he eats 3 apples a day. Over these 7 weeks, how many apples does he average a week?",10,"He eats 1 apple a day for 2 weeks so he eat 1 * 2 = 2 apples a week. Over the next three weeks, he has eaten 2 * 2 + 2 * 3 = 6 apples / week. He ate 6 apples in total so if he had 7 weeks, then he would have eaten 6 * 7 = 84 apples x 7 weeks. He averages 84 / 7 = 4 apples  per week."
flan_t5,reasoning,reason_0203,"Susie has $200 in her piggy bank. If she puts 20% more money into her piggy bank, how much money she will have?",240,"20% more money = 20 / 100 * $200 = $120. So, Susie will have $200 + $120 = $240."
flan_t5,reasoning,reason_0204,Benny bought  2 soft drinks for$ 4 each and 5 candy bars. He spent a total of 28 dollars. How much did each candy bar cost?,4,Benny spent 2 * 4 = 8 dollars. Benni spent 8 + 5 = 10 dollars. Each candy bar cost 10 / 5 = 2 dollars. The answer: 2.
flan_t5,reasoning,reason_0205,"Jack has a stack of books that is 12 inches thick. He knows from experience that 80 pages is one inch thick. If he has 6 books, how many pages is each one on average?",160,"He has 6 * 80 = 480 pages. So he has 480 / 12 = 20 pages. Each book has 20 / 6 = 2 pages. Therefore, the average number of pages per book is 20 x 2 = 40 pages."
flan_t5,reasoning,reason_0206,"Wickham is throwing a huge Christmas party. He invites 30 people. Everyone attends the party, and half of the guests bring a plus one (one other person). He plans to serve a 3-course meal for the guests. If he uses a new plate for every course, how many plates does he need in total for his guests?",135,He invites 30 / 2 = 20 guests. He has 30 - 20 = 20 people who bring a plus one. So he needs 20 / 3 = 10 plates. So in total he will need 10 + 20 = 30 plates.
flan_t5,reasoning,reason_0207,"There are some lions in Londolozi at first. Lion cubs are born at the rate of 5 per month and lions die at the rate of 1 per month. If there are 148 lions in Londolozi after 1 year, how many lions were there in Londolozi at first?",100,148 / 5 = 58 lions. 58 * 1 = 84 lion cubs died. 148 + 84 = 148. 84 + 148 = 168. There were 148 at first in Londolozi at first.
flan_t5,reasoning,reason_0208,John volunteers at a shelter twice a month for 3 hours at a time.  How many hours does he volunteer per year?,72,240 hours / month = 480 hours a year.
flan_t5,reasoning,reason_0209,John puts $25 in his piggy bank every month for 2 years to save up for a vacation. He had to spend $400 from his piggy bank savings last week to repair his car. How many dollars are left in his piggy bank?,200,He puts 25 / 12 = $5 in his piggy bank every month. He puts $5 x 2 = $10 in his bank every year. He has spent $100 - $400 = $120 in his savings. He is left with $120 - $120 = $80 in his money.
flan_t5,reasoning,reason_0210,"Five coaster vans are used to transport students for their field trip. Each van carries 28 students, 60 of which are boys. How many are girls?",80,60
flan_t5,reasoning,reason_0211,"Bobby has 16 toy cars, and the number of cars he has increases by 50% every year. How many toy cars will Bobby have in three years?",54,".5 * 16 = 8 toy cars. So in three years, Bobby will have 8 + 3 = 10 toy car cars."
flan_t5,reasoning,reason_0212,"Last year Jessica paid $1000 for rent, $200 for food, and $100 for car insurance each month. This year her rent goes up by 30%, food costs increase by 50%, and the cost of her car insurance triples because she was at fault in an accident. How much more does Jessica pay for her expenses over the whole year compared to last year?",7200,"Jessica paid $1000 + $200 + food + $100 + car insurance = $12000 + $1000 = $28000 this year. Jessica paid $28000 x 30 / 100 = $600 for rent this year, and $600 x .5 = $800 for food this year in total. Jessica's food costs increased by $600 + $800 = $1200. Her car insurance cost increased by $1200 + $600 = $1500. Jessica pays $12000 - $1500 = $1400 more for her expenses over the whole year."
flan_t5,reasoning,reason_0213,"Randy just turned 12 and started playing the piano. His friend Sheila told him about the 10,000-hour rule which says, after 10,000 hours of practice, you become an expert or master in your field. If Randy wants to become a piano expert before he is 20, how many hours a day will he need to practice if he practices every day, Monday – Friday, and takes two weeks off for vacation each year?",5,10000 hours
flan_t5,reasoning,reason_0214,"Mike and Ted planted tomatoes.  In the morning, Mike planted 50 tomato seeds while Ted planted twice as much as Mike.  In the afternoon, Mike planted 60 tomato seeds while Ted planted 20 fewer tomato seeds than Mike. How many tomato seeds did they plant altogether?",250,Ted planted 50 x 2 = 100 tomato seeds. Mike planted 50 + 100 = 150 tomato seeds in the morning. Ted planted 150 - 20 = 150 seed in the afternoon. Mike and Ted planted a total of 150 + 50 + 150 = 750 tomato seeds altogether.
